0, -10.671224362958284
1, -10.060078723844963
2, -9.448933084731642
3, -8.837787445618321
4, -8.226641806505002
5, -7.615496167391681
6, -7.00435052827836
7, -6.39320488916504
8, -5.782059250051719
9, -5.170913610938398
10, -4.559767971825078
11, -3.948622332711757
12, -3.337476693598436
13, -2.726331054485116
14, -2.115185415371796
15, -1.504039776258475
16, -0.892894137145154
17, -0.281748498031833
18, 0.329397141081488
19, 0.9405427801948072
20, 1.5516884193081282
21, 2.162834058421449
22, 2.77397969753477
23, 3.385125336648091
24, 3.996270975761412
25, 4.607416614874731
26, 5.218562253988052
27, 5.8297078931013715
28, 6.4408535322146925
29, 7.0519991713280135
30, 7.663144810441334
31, 8.274290449554655
32, 8.885436088667976
33, 9.496581727781297
34, 10.107727366894618
35, 10.71887300600794
36, 11.33001864512126
37, 11.941164284234581
38, 12.552309923347899
39, 13.16345556246122
40, 13.77460120157454
41, 14.385746840687862
42, 14.996892479801183
43, 15.608038118914504
44, 16.219183758027825
45, 16.830329397141146
46, 17.441475036254467
47, 18.052620675367788
48, 18.66376631448111
49, 19.274911953594426
50, 19.886057592707747
51, 20.497203231821068
52, 21.10834887093439
53, 21.71949451004771
54, 22.330640149161027
55, 22.941785788274352
56, 23.55293142738767
57, 24.164077066500994
58, 24.77522270561431
59, 25.386368344727636
60, 25.997513983840953
61, 26.608659622954278
62, 27.219805262067595
63, 27.83095090118092
64, 28.442096540294237
65, 29.053242179407555
66, 29.66438781852088
67, 30.275533457634197
68, 30.88667909674752
69, 31.49782473586084
70, 32.10897037497416
71, 32.72011601408748
72, 33.331261653200805
73, 33.94240729231412
74, 34.55355293142745
75, 35.164698570540764
76, 35.77584420965408
77, 36.386989848767406
78, 36.998135487880724
79, 37.60928112699405
80, 38.220426766107366
81, 38.83157240522069
82, 39.44271804433401
83, 40.05386368344733
84, 40.66500932256065
85, 41.276154961673974
86, 41.88730060078729
87, 42.49844623990061
88, 43.109591879013934
89, 43.72073751812725
90, 44.331883157240576
91, 44.94302879635389
92, 45.55417443546722
93, 46.165320074580535
94, 46.77646571369386
95, 47.38761135280718
96, 47.9987569919205
97, 48.60990263103382
98, 49.221048270147136
99, 49.83219390926046
100, 50.44333954837378
101, 51.0544851874871
102, 51.66563082660042
103, 52.276776465713745
104, 52.88792210482706
105, 53.49906774394039
106, 54.110213383053704
107, 54.72135902216702
108, 55.33250466128034
109, 55.94365030039367
110, 56.55479593950699
111, 57.165941578620306
112, 57.77708721773362
113, 58.388232856846955
114, 58.99937849596027
115, 59.61052413507359
116, 60.22166977418691
117, 60.83281541330024
118, 61.443961052413556
119, 62.05510669152687
120, 62.66625233064019
121, 63.27739796975351
122, 63.88854360886684
123, 64.49968924798016
124, 65.11083488709347
125, 65.72198052620679
126, 66.33312616532012
127, 66.94427180443344
128, 67.55541744354676
129, 68.16656308266008
130, 68.7777087217734
131, 69.38885436088673
132, 70.00000000000004
133, 70.61114563911336
134, 71.22229127822668
135, 71.83343691734001
136, 72.44458255645333
137, 73.05572819556664
138, 73.66687383467996
139, 74.27801947379328
140, 74.88916511290661
141, 75.50031075201993
142, 76.11145639113325
143, 76.72260203024656
144, 77.3337476693599
145, 77.94489330847321
146, 78.55603894758653
147, 79.16718458669985
148, 79.77833022581318
149, 80.3894758649265
150, 81.00062150403981
151, 81.61176714315313
152, 82.22291278226645
153, 82.83405842137978
154, 83.4452040604931
155, 84.05634969960641
156, 84.66749533871973
157, 85.27864097783306
158, 85.88978661694638
159, 86.5009322560597
160, 87.11207789517302
161, 87.72322353428633
162, 88.33436917339966
163, 88.94551481251298
164, 89.5566604516263
165, 90.16780609073962
166, 90.77895172985295
167, 91.39009736896627
168, 92.00124300807958
169, 92.6123886471929
170, 93.22353428630623
171, 93.83467992541955
172, 94.44582556453287
173, 95.05697120364619
174, 95.6681168427595
175, 96.27926248187283
176, 96.89040812098615
177, 97.50155376009947
178, 98.11269939921279
179, 98.72384503832612
180, 99.33499067743944
181, 99.94613631655275
182, 100.55728195566607
183, 101.16842759477939
184, 101.77957323389272
185, 102.39071887300604
186, 103.00186451211935
187, 103.61301015123267
188, 104.224155790346
189, 104.83530142945932
190, 105.44644706857264
191, 106.05759270768596
192, 106.66873834679929
193, 107.2798839859126
194, 107.89102962502592
195, 108.50217526413924
196, 109.11332090325256
197, 109.72446654236589
198, 110.3356121814792
199, 110.94675782059252
200, 111.55790345970584
201, 112.16904909881917
202, 112.78019473793249
203, 113.39134037704581
204, 114.00248601615912
205, 114.61363165527244
206, 115.22477729438577
207, 115.83592293349909
208, 116.44706857261241
209, 117.05821421172573
210, 117.66935985083906
211, 118.28050548995238
212, 118.89165112906569
213, 119.50279676817901
214, 120.11394240729233
215, 120.72508804640565
216, 121.33623368551896
217, 121.94737932463231
218, 122.55852496374563
219, 123.16967060285894
220, 123.78081624197226
221, 124.39196188108558
222, 125.0031075201989
223, 125.61425315931221
224, 126.22539879842553
225, 126.83654443753885
226, 127.4476900766522
227, 128.0588357157655
228, 128.66998135487881
229, 129.28112699399213
230, 129.89227263310545
231, 130.50341827221877
232, 131.11456391133208
233, 131.7257095504454
234, 132.33685518955878
235, 132.9480008286721
236, 133.5591464677854
237, 134.17029210689873
238, 134.78143774601205
239, 135.39258338512536
240, 136.00372902423868
241, 136.614874663352
242, 137.22602030246532
243, 137.83716594157863
244, 138.44831158069195
245, 139.05945721980527
246, 139.67060285891858
247, 140.2817484980319
248, 140.89289413714522
249, 141.50403977625854
250, 142.11518541537185
251, 142.72633105448517
252, 143.33747669359855
253, 143.94862233271186
